Carrier,Departure Time,Destination,Distance,Date,Flight Number,Origin,Day of the Week,Day of the Month,Delayed 
MQ,1256,LGA,214,01-07-04,4964,DCA,3,7,ontime
MQ,1352,LGA,214,01-07-04,4966,DCA,3,7,ontime
MQ,1457,LGA,214,01-07-04,4968,DCA,3,7,delayed
MQ,1624,LGA,214,01-07-04,4970,DCA,3,7,delayed
MQ,2014,LGA,214,01-07-04,4976,DCA,3,7,delayed
UA,849,LGA,229,01-07-04,846,IAD,3,7,ontime
US,628,LGA,214,01-07-04,1479,DCA,3,7,ontime
US,658,LGA,214,01-07-04,2160,DCA,3,7,ontime
US,757,LGA,214,01-07-04,2162,DCA,3,7,ontime
US,857,LGA,214,01-07-04,2164,DCA,3,7,ontime
US,956,LGA,214,01-07-04,2166,DCA,3,7,ontime
US,1058,LGA,214,01-07-04,2168,DCA,3,7,ontime
US,1157,LGA,214,01-07-04,2170,DCA,3,7,ontime
US,1256,LGA,214,01-07-04,2172,DCA,3,7,ontime
US,1354,LGA,214,01-07-04,2174,DCA,3,7,ontime
US,1457,LGA,214,01-07-04,2176,DCA,3,7,delayed
US,1600,LGA,214,01-07-04,2178,DCA,3,7,delayed
US,1656,LGA,214,01-07-04,2180,DCA,3,7,ontime
US,1758,LGA,214,01-07-04,2182,DCA,3,7,ontime
US,1859,LGA,214,01-07-04,2184,DCA,3,7,ontime
US,1959,LGA,214,01-07-04,2186,DCA,3,7,delayed
US,2054,LGA,214,01-07-04,2188,DCA,3,7,ontime
RU,659,EWR,169,01-07-04,2703,BWI,3,7,ontime
RU,1459,EWR,169,01-07-04,2403,BWI,3,7,ontime
RU,1920,EWR,169,01-07-04,3372,BWI,3,7,delayed
RU,1044,EWR,169,01-07-04,2303,BWI,3,7,delayed
CO,1255,EWR,199,01-07-04,808,DCA,3,7,ontime
CO,1948,EWR,199,01-07-04,816,DCA,3,7,delayed
CO,1813,EWR,199,01-07-04,814,DCA,3,7,delayed
CO,728,EWR,199,01-07-04,806,DCA,3,7,ontime
DH,840,EWR,213,01-07-04,7299,IAD,3,7,ontime
DH,1725,EWR,213,01-07-04,7302,IAD,3,7,ontime
DH,1320,EWR,213,01-07-04,7303,IAD,3,7,delayed
DH,2117,EWR,213,01-07-04,7304,IAD,3,7,ontime
DH,624,EWR,213,01-07-04,7305,IAD,3,7,ontime
DH,1439,EWR,213,01-07-04,7307,IAD,3,7,ontime
RU,1352,EWR,199,01-07-04,2216,DCA,3,7,ontime
RU,731,EWR,213,01-07-04,2855,IAD,3,7,delayed
RU,1457,EWR,213,01-07-04,2156,IAD,3,7,delayed
RU,856,EWR,199,01-07-04,2582,DCA,3,7,ontime
RU,1254,EWR,213,01-07-04,2367,IAD,3,7,ontime
RU,1654,EWR,213,01-07-04,2497,IAD,3,7,ontime
RU,1955,EWR,213,01-07-04,2385,IAD,3,7,delayed
RU,641,EWR,199,01-07-04,2761,DCA,3,7,ontime
RU,2058,EWR,199,01-07-04,2879,DCA,3,7,ontime
RU,1521,EWR,199,01-07-04,2261,DCA,3,7,ontime
RU,1629,EWR,199,01-07-04,2181,DCA,3,7,ontime
OH,1455,JFK,184,01-08-04,5935,BWI,4,8,ontime
DH,1640,JFK,213,01-08-04,6155,DCA,4,8,delayed
DH,1245,LGA,229,01-08-04,7208,IAD,4,8,ontime
DH,1706,LGA,229,01-08-04,7211,IAD,4,8,delayed
DH,1710,LGA,229,01-08-04,7215,IAD,4,8,delayed
DH,2151,LGA,229,01-08-04,7684,IAD,4,8,delayed
DH,648,LGA,229,01-08-04,7790,IAD,4,8,ontime
DH,1036,LGA,229,01-08-04,7792,IAD,4,8,ontime
DH,852,JFK,228,01-08-04,7800,IAD,4,8,ontime
DH,1237,JFK,228,01-08-04,7806,IAD,4,8,ontime
DH,1449,JFK,228,01-08-04,7808,IAD,4,8,ontime
DH,1639,JFK,228,01-08-04,7810,IAD,4,8,ontime
DH,1714,JFK,228,01-08-04,7812,IAD,4,8,ontime
DH,2135,JFK,228,01-08-04,7814,IAD,4,8,ontime
DH,1609,JFK,228,01-08-04,7816,IAD,4,8,ontime
DL,1601,JFK,213,01-08-04,746,DCA,4,8,delayed
DL,628,LGA,214,01-08-04,1740,DCA,4,8,ontime
DL,728,LGA,214,01-08-04,1742,DCA,4,8,ontime
DL,828,LGA,214,01-08-04,1744,DCA,4,8,ontime
DL,931,LGA,214,01-08-04,1746,DCA,4,8,ontime
DL,1030,LGA,214,01-08-04,1748,DCA,4,8,ontime
DL,1129,LGA,214,01-08-04,1750,DCA,4,8,ontime
DL,1231,LGA,214,01-08-04,1752,DCA,4,8,ontime
DL,1328,LGA,214,01-08-04,1754,DCA,4,8,ontime
DL,1430,LGA,214,01-08-04,1756,DCA,4,8,ontime
DL,1533,LGA,214,01-08-04,1758,DCA,4,8,ontime
DL,1630,LGA,214,01-08-04,1760,DCA,4,8,ontime
DL,1731,LGA,214,01-08-04,1762,DCA,4,8,ontime
DL,1833,LGA,214,01-08-04,1764,DCA,4,8,ontime
DL,1928,LGA,214,01-08-04,1766,DCA,4,8,ontime
DL,2027,LGA,214,01-08-04,1768,DCA,4,8,ontime
MQ,1524,JFK,213,01-08-04,4752,DCA,4,8,ontime
MQ,552,JFK,213,01-08-04,4760,DCA,4,8,ontime
MQ,1844,JFK,213,01-08-04,4784,DCA,4,8,ontime
MQ,722,LGA,214,01-08-04,4952,DCA,4,8,ontime
MQ,759,LGA,214,01-08-04,4954,DCA,4,8,ontime
MQ,856,LGA,214,01-08-04,4956,DCA,4,8,ontime
MQ,1050,LGA,214,01-08-04,4960,DCA,4,8,ontime
MQ,1256,LGA,214,01-08-04,4964,DCA,4,8,ontime
MQ,1353,LGA,214,01-08-04,4966,DCA,4,8,ontime
MQ,1457,LGA,214,01-08-04,4968,DCA,4,8,ontime
MQ,1557,LGA,214,01-08-04,4970,DCA,4,8,ontime
MQ,1852,LGA,214,01-08-04,4976,DCA,4,8,ontime
UA,848,LGA,229,01-08-04,846,IAD,4,8,ontime
US,627,LGA,214,01-08-04,1479,DCA,4,8,ontime
US,658,LGA,214,01-08-04,2160,DCA,4,8,ontime
US,756,LGA,214,01-08-04,2162,DCA,4,8,ontime
US,856,LGA,214,01-08-04,2164,DCA,4,8,ontime
US,958,LGA,214,01-08-04,2166,DCA,4,8,ontime
US,1057,LGA,214,01-08-04,2168,DCA,4,8,ontime
US,1157,LGA,214,01-08-04,2170,DCA,4,8,ontime
US,1259,LGA,214,01-08-04,2172,DCA,4,8,ontime
US,1408,LGA,214,01-08-04,2174,DCA,4,8,ontime
US,1457,LGA,214,01-08-04,2176,DCA,4,8,ontime
US,1557,LGA,214,01-08-04,2178,DCA,4,8,ontime
US,1733,LGA,214,01-08-04,2180,DCA,4,8,delayed
US,1758,LGA,214,01-08-04,2182,DCA,4,8,ontime
US,1916,LGA,214,01-08-04,2184,DCA,4,8,delayed
US,2031,LGA,214,01-08-04,2186,DCA,4,8,delayed
US,2059,LGA,214,01-08-04,2188,DCA,4,8,ontime
RU,1739,EWR,169,01-08-04,3372,BWI,4,8,ontime
RU,1456,EWR,169,01-08-04,2403,BWI,4,8,ontime
RU,1026,EWR,169,01-08-04,2303,BWI,4,8,ontime
RU,655,EWR,169,01-08-04,2703,BWI,4,8,ontime
CO,1728,EWR,199,01-08-04,814,DCA,4,8,ontime
CO,734,EWR,199,01-08-04,806,DCA,4,8,ontime
CO,1255,EWR,199,01-08-04,808,DCA,4,8,ontime
CO,1854,EWR,199,01-08-04,816,DCA,4,8,ontime
DH,838,EWR,213,01-08-04,7299,IAD,4,8,ontime
DH,1706,EWR,213,01-08-04,7302,IAD,4,8,ontime
DH,1241,EWR,213,01-08-04,7303,IAD,4,8,ontime
DH,2120,EWR,213,01-08-04,7304,IAD,4,8,ontime
DH,622,EWR,213,01-08-04,7305,IAD,4,8,ontime
DH,1421,EWR,213,01-08-04,7307,IAD,4,8,ontime
RU,1452,EWR,213,01-08-04,2156,IAD,4,8,ontime
RU,1857,EWR,213,01-08-04,2385,IAD,4,8,ontime
RU,1255,EWR,213,01-08-04,2692,IAD,4,8,ontime
RU,1625,EWR,199,01-08-04,2181,DCA,4,8,ontime
RU,654,EWR,199,01-08-04,2761,DCA,4,8,delayed
RU,1354,EWR,199,01-08-04,2216,DCA,4,8,ontime
RU,707,EWR,213,01-08-04,2855,IAD,4,8,ontime
RU,1700,EWR,213,01-08-04,2497,IAD,4,8,ontime
RU,857,EWR,199,01-08-04,2582,DCA,4,8,ontime
RU,2051,EWR,199,01-08-04,2879,DCA,4,8,ontime
RU,1527,EWR,199,01-08-04,2261,DCA,4,8,ontime
OH,1455,JFK,184,01-09-04,5935,BWI,5,9,ontime
DH,1634,JFK,213,01-09-04,6155,DCA,5,9,ontime
DH,1257,LGA,229,01-09-04,7208,IAD,5,9,ontime
DH,1608,LGA,229,01-09-04,7211,IAD,5,9,delayed
DH,2106,LGA,229,01-09-04,7215,IAD,5,9,delayed
DH,2134,LGA,229,01-09-04,7684,IAD,5,9,ontime
DH,714,LGA,229,01-09-04,7790,IAD,5,9,delayed
DH,1106,LGA,229,01-09-04,7792,IAD,5,9,ontime
DH,836,JFK,228,01-09-04,7800,IAD,5,9,delayed
DH,1235,JFK,228,01-09-04,7806,IAD,5,9,ontime
DH,1454,JFK,228,01-09-04,7808,IAD,5,9,ontime
DH,1643,JFK,228,01-09-04,7810,IAD,5,9,ontime
DH,1710,JFK,228,01-09-04,7812,IAD,5,9,ontime
DH,2115,JFK,228,01-09-04,7814,IAD,5,9,ontime
DH,1617,JFK,228,01-09-04,7816,IAD,5,9,ontime
DL,1506,JFK,213,01-09-04,746,DCA,5,9,ontime
DL,629,LGA,214,01-09-04,1740,DCA,5,9,ontime
DL,730,LGA,214,01-09-04,1742,DCA,5,9,delayed
DL,832,LGA,214,01-09-04,1744,DCA,5,9,ontime
DL,930,LGA,214,01-09-04,1746,DCA,5,9,ontime
DL,1032,LGA,214,01-09-04,1748,DCA,5,9,ontime
DL,1131,LGA,214,01-09-04,1750,DCA,5,9,ontime
DL,1228,LGA,214,01-09-04,1752,DCA,5,9,ontime
DL,1329,LGA,214,01-09-04,1754,DCA,5,9,ontime
DL,1432,LGA,214,01-09-04,1756,DCA,5,9,ontime
DL,1530,LGA,214,01-09-04,1758,DCA,5,9,ontime
DL,1633,LGA,214,01-09-04,1760,DCA,5,9,ontime
DL,1735,LGA,214,01-09-04,1762,DCA,5,9,ontime
DL,1829,LGA,214,01-09-04,1764,DCA,5,9,ontime
DL,1931,LGA,214,01-09-04,1766,DCA,5,9,ontime
DL,2030,LGA,214,01-09-04,1768,DCA,5,9,ontime
MQ,1535,JFK,213,01-09-04,4752,DCA,5,9,ontime
MQ,558,JFK,213,01-09-04,4760,DCA,5,9,ontime
MQ,1851,JFK,213,01-09-04,4784,DCA,5,9,delayed
MQ,843,LGA,214,01-09-04,4954,DCA,5,9,delayed
MQ,851,LGA,214,01-09-04,4956,DCA,5,9,ontime
MQ,1141,LGA,214,01-09-04,4960,DCA,5,9,delayed
MQ,1252,LGA,214,01-09-04,4964,DCA,5,9,ontime
MQ,1359,LGA,214,01-09-04,4966,DCA,5,9,ontime
MQ,1503,LGA,214,01-09-04,4968,DCA,5,9,ontime
MQ,1618,LGA,214,01-09-04,4970,DCA,5,9,delayed
MQ,1658,LGA,214,01-09-04,4972,DCA,5,9,ontime
MQ,1916,LGA,214,01-09-04,4976,DCA,5,9,delayed
UA,904,LGA,229,01-09-04,846,IAD,5,9,delayed
US,629,LGA,214,01-09-04,1479,DCA,5,9,ontime
US,657,LGA,214,01-09-04,2160,DCA,5,9,ontime
US,756,LGA,214,01-09-04,2162,DCA,5,9,ontime
US,958,LGA,214,01-09-04,2166,DCA,5,9,ontime
US,1057,LGA,214,01-09-04,2168,DCA,5,9,ontime
US,1155,LGA,214,01-09-04,2170,DCA,5,9,ontime
US,1259,LGA,214,01-09-04,2172,DCA,5,9,ontime
US,1357,LGA,214,01-09-04,2174,DCA,5,9,ontime
US,1458,LGA,214,01-09-04,2176,DCA,5,9,ontime
US,1555,LGA,214,01-09-04,2178,DCA,5,9,ontime
US,1657,LGA,214,01-09-04,2180,DCA,5,9,ontime
US,1757,LGA,214,01-09-04,2182,DCA,5,9,ontime
US,1902,LGA,214,01-09-04,2184,DCA,5,9,ontime
US,1956,LGA,214,01-09-04,2186,DCA,5,9,ontime
US,2052,LGA,214,01-09-04,2188,DCA,5,9,ontime
RU,1720,EWR,169,01-09-04,3372,BWI,5,9,ontime
RU,1450,EWR,169,01-09-04,2403,BWI,5,9,ontime
RU,1108,EWR,169,01-09-04,2303,BWI,5,9,delayed
RU,700,EWR,169,01-09-04,2703,BWI,5,9,ontime
CO,1727,EWR,199,01-09-04,814,DCA,5,9,ontime
CO,1858,EWR,199,01-09-04,816,DCA,5,9,ontime
CO,1258,EWR,199,01-09-04,808,DCA,5,9,ontime
CO,732,EWR,199,01-09-04,806,DCA,5,9,ontime
DH,840,EWR,213,01-09-04,7299,IAD,5,9,ontime
DH,1707,EWR,213,01-09-04,7302,IAD,5,9,ontime
DH,1242,EWR,213,01-09-04,7303,IAD,5,9,ontime
DH,2121,EWR,213,01-09-04,7304,IAD,5,9,ontime
DH,629,EWR,213,01-09-04,7305,IAD,5,9,ontime
DH,1423,EWR,213,01-09-04,7307,IAD,5,9,ontime
RU,1627,EWR,199,01-09-04,2181,DCA,5,9,ontime
RU,1526,EWR,199,01-09-04,2261,DCA,5,9,ontime
RU,1357,EWR,199,01-09-04,2216,DCA,5,9,ontime
RU,700,EWR,213,01-09-04,2855,IAD,5,9,delayed
RU,1256,EWR,213,01-09-04,2692,IAD,5,9,ontime
RU,1855,EWR,213,01-09-04,2385,IAD,5,9,ontime
RU,1457,EWR,213,01-09-04,2156,IAD,5,9,ontime
RU,850,EWR,199,01-09-04,2582,DCA,5,9,ontime
RU,2058,EWR,199,01-09-04,2879,DCA,5,9,ontime
RU,1655,EWR,213,01-09-04,2497,IAD,5,9,ontime
RU,645,EWR,199,01-09-04,2761,DCA,5,9,ontime
OH,1455,JFK,184,01-10-04,5935,BWI,6,10,ontime
DH,1638,JFK,213,01-10-04,6155,DCA,6,10,delayed
DH,1243,LGA,229,01-10-04,7208,IAD,6,10,ontime
DH,1710,LGA,229,01-10-04,7215,IAD,6,10,ontime
DH,2130,LGA,229,01-10-04,7684,IAD,6,10,ontime
DH,918,JFK,228,01-10-04,7800,IAD,6,10,delayed
DH,1303,JFK,228,01-10-04,7806,IAD,6,10,delayed
DH,1642,JFK,228,01-10-04,7810,IAD,6,10,ontime
DH,1708,JFK,228,01-10-04,7812,IAD,6,10,ontime
DH,2126,JFK,228,01-10-04,7814,IAD,6,10,ontime
DH,1800,JFK,228,01-10-04,7818,IAD,6,10,ontime
DL,1505,JFK,213,01-10-04,746,DCA,6,10,delayed
DL,729,LGA,214,01-10-04,1742,DCA,6,10,ontime
DL,832,LGA,214,01-10-04,1744,DCA,6,10,ontime
DL,1028,LGA,214,01-10-04,1748,DCA,6,10,ontime
DL,1230,LGA,214,01-10-04,1752,DCA,6,10,ontime
DL,1429,LGA,214,01-10-04,1756,DCA,6,10,ontime
DL,1624,LGA,214,01-10-04,1760,DCA,6,10,ontime
DL,1828,LGA,214,01-10-04,1764,DCA,6,10,ontime
DL,2031,LGA,214,01-10-04,1768,DCA,6,10,ontime
MQ,1529,JFK,213,01-10-04,4752,DCA,6,10,ontime
MQ,557,JFK,213,01-10-04,4760,DCA,6,10,delayed
MQ,1826,JFK,213,01-10-04,4784,DCA,6,10,ontime
MQ,855,LGA,214,01-10-04,4956,DCA,6,10,ontime
MQ,1309,LGA,214,01-10-04,4964,DCA,6,10,ontime
UA,850,LGA,229,01-10-04,846,IAD,6,10,ontime
US,655,LGA,214,01-10-04,2160,DCA,6,10,ontime
US,857,LGA,214,01-10-04,2164,DCA,6,10,ontime
US,1056,LGA,214,01-10-04,2168,DCA,6,10,ontime
US,1256,LGA,214,01-10-04,2172,DCA,6,10,ontime
US,1458,LGA,214,01-10-04,2176,DCA,6,10,ontime
US,1656,LGA,214,01-10-04,2180,DCA,6,10,ontime
US,1854,LGA,214,01-10-04,2184,DCA,6,10,ontime
RU,1723,EWR,169,01-10-04,3372,BWI,6,10,ontime
RU,1450,EWR,169,01-10-04,2229,BWI,6,10,ontime
RU,657,EWR,169,01-10-04,2703,BWI,6,10,ontime
RU,1030,EWR,169,01-10-04,2303,BWI,6,10,ontime
CO,1254,EWR,199,01-10-04,808,DCA,6,10,ontime
DH,906,EWR,213,01-10-04,7299,IAD,6,10,ontime
DH,1703,EWR,213,01-10-04,7302,IAD,6,10,ontime
DH,1255,EWR,213,01-10-04,7303,IAD,6,10,ontime
DH,2114,EWR,213,01-10-04,7304,IAD,6,10,ontime
RU,1655,EWR,213,01-10-04,2497,IAD,6,10,ontime
RU,658,EWR,213,01-10-04,2855,IAD,6,10,ontime
RU,1555,EWR,199,01-10-04,2361,DCA,6,10,ontime
RU,1456,EWR,213,01-10-04,2156,IAD,6,10,ontime
RU,645,EWR,199,01-10-04,2761,DCA,6,10,ontime
RU,1719,EWR,199,01-10-04,2097,DCA,6,10,ontime
RU,1355,EWR,199,01-10-04,2216,DCA,6,10,ontime
RU,925,EWR,199,01-10-04,2582,DCA,6,10,ontime
OH,1455,JFK,184,01-11-04,5935,BWI,7,11,ontime
DH,1634,JFK,213,01-11-04,6155,DCA,7,11,ontime
DH,1304,LGA,229,01-11-04,7208,IAD,7,11,ontime
DH,1500,LGA,229,01-11-04,7211,IAD,7,11,ontime
DH,1712,LGA,229,01-11-04,7215,IAD,7,11,ontime
DH,2115,LGA,229,01-11-04,7684,IAD,7,11,ontime
DH,840,JFK,228,01-11-04,7800,IAD,7,11,ontime
DH,1238,JFK,228,01-11-04,7806,IAD,7,11,ontime
DH,1533,JFK,228,01-11-04,7808,IAD,7,11,delayed
DH,1637,JFK,228,01-11-04,7810,IAD,7,11,ontime
DH,1714,JFK,228,01-11-04,7812,IAD,7,11,ontime
DH,2155,JFK,228,01-11-04,7814,IAD,7,11,delayed
DH,1627,JFK,228,01-11-04,7816,IAD,7,11,ontime
DL,1456,JFK,213,01-11-04,746,DCA,7,11,delayed
DL,829,LGA,214,01-11-04,1744,DCA,7,11,ontime
DL,1028,LGA,214,01-11-04,1748,DCA,7,11,ontime
DL,1130,LGA,214,01-11-04,1750,DCA,7,11,ontime
DL,1231,LGA,214,01-11-04,1752,DCA,7,11,ontime
DL,1327,LGA,214,01-11-04,1754,DCA,7,11,ontime
DL,1430,LGA,214,01-11-04,1756,DCA,7,11,ontime
DL,1529,LGA,214,01-11-04,1758,DCA,7,11,ontime
DL,1628,LGA,214,01-11-04,1760,DCA,7,11,ontime
DL,1732,LGA,214,01-11-04,1762,DCA,7,11,ontime
DL,1842,LGA,214,01-11-04,1764,DCA,7,11,ontime
DL,1928,LGA,214,01-11-04,1766,DCA,7,11,ontime
DL,2032,LGA,214,01-11-04,1768,DCA,7,11,ontime
MQ,1525,JFK,213,01-11-04,4752,DCA,7,11,ontime
MQ,552,JFK,213,01-11-04,4760,DCA,7,11,ontime
MQ,915,JFK,213,01-11-04,4771,DCA,7,11,ontime
MQ,2015,JFK,213,01-11-04,4784,DCA,7,11,delayed
MQ,1255,LGA,214,01-11-04,4964,DCA,7,11,delayed
MQ,1456,LGA,214,01-11-04,4968,DCA,7,11,ontime
MQ,1652,LGA,214,01-11-04,4972,DCA,7,11,ontime
MQ,1900,LGA,214,01-11-04,4976,DCA,7,11,ontime
UA,848,LGA,229,01-11-04,846,IAD,7,11,ontime
US,858,LGA,214,01-11-04,2164,DCA,7,11,ontime
US,957,LGA,214,01-11-04,2166,DCA,7,11,ontime
US,1057,LGA,214,01-11-04,2168,DCA,7,11,ontime
US,1202,LGA,214,01-11-04,2170,DCA,7,11,ontime
US,1258,LGA,214,01-11-04,2172,DCA,7,11,ontime
US,1350,LGA,214,01-11-04,2174,DCA,7,11,ontime
US,1452,LGA,214,01-11-04,2176,DCA,7,11,ontime
US,1556,LGA,214,01-11-04,2178,DCA,7,11,ontime
US,1657,LGA,214,01-11-04,2180,DCA,7,11,ontime
US,1753,LGA,214,01-11-04,2182,DCA,7,11,ontime
US,1856,LGA,214,01-11-04,2184,DCA,7,11,ontime
US,2002,LGA,214,01-11-04,2186,DCA,7,11,ontime
US,2054,LGA,214,01-11-04,2188,DCA,7,11,ontime
RU,1736,EWR,169,01-11-04,3372,BWI,7,11,ontime
RU,1029,EWR,169,01-11-04,2303,BWI,7,11,ontime
RU,1310,EWR,169,01-11-04,2703,BWI,7,11,ontime
RU,1450,EWR,169,01-11-04,2403,BWI,7,11,ontime
CO,1851,EWR,199,01-11-04,816,DCA,7,11,ontime
CO,1255,EWR,199,01-11-04,1767,DCA,7,11,ontime
CO,1623,EWR,199,01-11-04,810,DCA,7,11,ontime
DH,835,EWR,213,01-11-04,7299,IAD,7,11,ontime
DH,1700,EWR,213,01-11-04,7302,IAD,7,11,ontime
DH,1241,EWR,213,01-11-04,7303,IAD,7,11,ontime
DH,2113,EWR,213,01-11-04,7304,IAD,7,11,ontime
DH,1531,EWR,213,01-11-04,7307,IAD,7,11,delayed
RU,2130,EWR,199,01-11-04,2879,DCA,7,11,ontime
RU,844,EWR,213,01-11-04,2254,IAD,7,11,ontime
RU,1656,EWR,213,01-11-04,2497,IAD,7,11,ontime
RU,1723,EWR,199,01-11-04,2097,DCA,7,11,ontime
RU,1356,EWR,199,01-11-04,2216,DCA,7,11,ontime
RU,926,EWR,199,01-11-04,2582,DCA,7,11,ontime
RU,1501,EWR,213,01-11-04,2156,IAD,7,11,ontime
RU,1856,EWR,213,01-11-04,2385,IAD,7,11,ontime
OH,1450,JFK,184,01-12-04,5935,BWI,1,12,ontime
DH,1640,JFK,213,01-12-04,6155,DCA,1,12,ontime
DH,1244,LGA,229,01-12-04,7208,IAD,1,12,ontime
DH,1442,LGA,229,01-12-04,7211,IAD,1,12,ontime
DH,1709,LGA,229,01-12-04,7215,IAD,1,12,ontime
DH,2112,LGA,229,01-12-04,7684,IAD,1,12,ontime
DH,641,LGA,229,01-12-04,7790,IAD,1,12,delayed
DH,1037,LGA,229,01-12-04,7792,IAD,1,12,ontime
DH,833,JFK,228,01-12-04,7800,IAD,1,12,ontime
DH,1240,JFK,228,01-12-04,7806,IAD,1,12,ontime
DH,1535,JFK,228,01-12-04,7808,IAD,1,12,delayed
DH,1638,JFK,228,01-12-04,7810,IAD,1,12,ontime
DH,1710,JFK,228,01-12-04,7812,IAD,1,12,ontime
DH,2112,JFK,228,01-12-04,7814,IAD,1,12,ontime
DL,1451,JFK,213,01-12-04,746,DCA,1,12,ontime
DL,630,LGA,214,01-12-04,1740,DCA,1,12,ontime
DL,733,LGA,214,01-12-04,1742,DCA,1,12,ontime
DL,830,LGA,214,01-12-04,1744,DCA,1,12,ontime
DL,1004,LGA,214,01-12-04,1746,DCA,1,12,delayed
DL,1028,LGA,214,01-12-04,1748,DCA,1,12,ontime
DL,1131,LGA,214,01-12-04,1750,DCA,1,12,ontime
DL,1230,LGA,214,01-12-04,1752,DCA,1,12,ontime
DL,1328,LGA,214,01-12-04,1754,DCA,1,12,ontime
DL,1432,LGA,214,01-12-04,1756,DCA,1,12,ontime
DL,1529,LGA,214,01-12-04,1758,DCA,1,12,ontime
DL,1630,LGA,214,01-12-04,1760,DCA,1,12,ontime
DL,1728,LGA,214,01-12-04,1762,DCA,1,12,ontime
DL,1830,LGA,214,01-12-04,1764,DCA,1,12,ontime
DL,1929,LGA,214,01-12-04,1766,DCA,1,12,ontime
DL,2029,LGA,214,01-12-04,1768,DCA,1,12,ontime
MQ,1527,JFK,213,01-12-04,4752,DCA,1,12,ontime
MQ,553,JFK,213,01-12-04,4760,DCA,1,12,ontime
MQ,1820,JFK,213,01-12-04,4784,DCA,1,12,ontime
MQ,654,LGA,214,01-12-04,4952,DCA,1,12,delayed
MQ,756,LGA,214,01-12-04,4954,DCA,1,12,ontime
MQ,855,LGA,214,01-12-04,4956,DCA,1,12,ontime
MQ,1053,LGA,214,01-12-04,4960,DCA,1,12,ontime
MQ,1258,LGA,214,01-12-04,4964,DCA,1,12,ontime
MQ,1450,LGA,214,01-12-04,4968,DCA,1,12,ontime
MQ,1552,LGA,214,01-12-04,4970,DCA,1,12,ontime
MQ,1647,LGA,214,01-12-04,4972,DCA,1,12,ontime
MQ,1903,LGA,214,01-12-04,4976,DCA,1,12,ontime
UA,848,LGA,229,01-12-04,846,IAD,1,12,ontime
US,628,LGA,214,01-12-04,1479,DCA,1,12,ontime
US,657,LGA,214,01-12-04,2160,DCA,1,12,delayed
US,758,LGA,214,01-12-04,2162,DCA,1,12,ontime
US,857,LGA,214,01-12-04,2164,DCA,1,12,ontime
US,955,LGA,214,01-12-04,2166,DCA,1,12,ontime
US,1058,LGA,214,01-12-04,2168,DCA,1,12,delayed
US,1156,LGA,214,01-12-04,2170,DCA,1,12,ontime
US,1256,LGA,214,01-12-04,2172,DCA,1,12,ontime
US,1358,LGA,214,01-12-04,2174,DCA,1,12,ontime
US,1458,LGA,214,01-12-04,2176,DCA,1,12,ontime
US,1559,LGA,214,01-12-04,2178,DCA,1,12,ontime
US,1656,LGA,214,01-12-04,2180,DCA,1,12,delayed
US,1756,LGA,214,01-12-04,2182,DCA,1,12,ontime
US,1858,LGA,214,01-12-04,2184,DCA,1,12,ontime
US,1958,LGA,214,01-12-04,2186,DCA,1,12,ontime
US,2056,LGA,214,01-12-04,2188,DCA,1,12,ontime
RU,656,EWR,169,01-12-04,2703,BWI,1,12,ontime
RU,1509,EWR,169,01-12-04,2403,BWI,1,12,delayed
RU,1720,EWR,169,01-12-04,3372,BWI,1,12,ontime
RU,1040,EWR,169,01-12-04,2303,BWI,1,12,ontime
CO,729,EWR,199,01-12-04,806,DCA,1,12,ontime
CO,1257,EWR,199,01-12-04,808,DCA,1,12,ontime
CO,1732,EWR,199,01-12-04,814,DCA,1,12,delayed
CO,1852,EWR,199,01-12-04,816,DCA,1,12,ontime
DH,831,EWR,213,01-12-04,7299,IAD,1,12,ontime
DH,1710,EWR,213,01-12-04,7302,IAD,1,12,ontime
DH,1359,EWR,213,01-12-04,7303,IAD,1,12,delayed
DH,2112,EWR,213,01-12-04,7304,IAD,1,12,ontime
DH,622,EWR,213,01-12-04,7305,IAD,1,12,ontime
DH,1421,EWR,213,01-12-04,7307,IAD,1,12,ontime
RU,1348,EWR,199,01-12-04,2216,DCA,1,12,ontime
RU,858,EWR,199,01-12-04,2582,DCA,1,12,ontime
RU,1519,EWR,199,01-12-04,2261,DCA,1,12,ontime
RU,1649,EWR,213,01-12-04,2497,IAD,1,12,ontime
RU,1857,EWR,213,01-12-04,2385,IAD,1,12,ontime
RU,2056,EWR,199,01-12-04,2879,DCA,1,12,ontime
RU,1253,EWR,213,01-12-04,2692,IAD,1,12,ontime
RU,651,EWR,199,01-12-04,2761,DCA,1,12,ontime
RU,1622,EWR,199,01-12-04,2181,DCA,1,12,ontime
RU,657,EWR,213,01-12-04,2855,IAD,1,12,ontime
RU,1456,EWR,213,01-12-04,2156,IAD,1,12,ontime
OH,1453,JFK,184,1/13/2004,5935,BWI,2,13,ontime
DH,1639,JFK,213,1/13/2004,6155,DCA,2,13,ontime
DH,1238,LGA,229,1/13/2004,7208,IAD,2,13,ontime
DH,1922,LGA,229,1/13/2004,7215,IAD,2,13,delayed
DH,2124,LGA,229,1/13/2004,7684,IAD,2,13,ontime
DH,655,LGA,229,1/13/2004,7790,IAD,2,13,delayed
DH,1038,LGA,229,1/13/2004,7792,IAD,2,13,ontime
DH,833,JFK,228,1/13/2004,7800,IAD,2,13,ontime
DH,1236,JFK,228,1/13/2004,7806,IAD,2,13,ontime
